LogBIO,apol,ASA,ASA+,ASA-,ASA_H,ASA_P,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,CASA+,CASA-,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,DASA,DCASA,dens,density,diameter,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,glob,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,npr1,npr2,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,pmi,pmi1,pmi2,pmi3,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rgyr,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,std_dim1,std_dim2,std_dim3,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vol,VSA,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8,Weight,weinerPath,weinerPol,zagreb
8.480172,46.267895,560.905820,202.355270,238.181550,493.857970,67.047882,0.000000,0.000000,2.000000,2.000000,2.000000,0.000000,12.000000,0.000000,37.000000,0.000000,2.000000,22.000000,18.000000,54.332878,1.468456,0.000000,0.000000,18.000000,1.000000,0.000000,15.000000,0.000000,0.000000,3.000000,0.000000,0.000000,1.477281,-2.387327,-0.577623,0.611962,2.393342,-2.293927,-0.491253,0.731312,2.544854,-2.091347,-0.393581,0.787869,2.697998,21.608105,3.000000,0.125000,12.000000,39.000000,2.000000,24.000000,2.000000,3.000000,0.125000,25.000000,0.000000,571.653690,673.339230,15.689870,13.107197,10.748559,12.275657,10.541714,7.335073,5.662954,7.662269,0.000000,0.000000,35.826279,101.685590,1.064754,0.769456,12.000000,1.832690,70.231598,20.796705,-2.144736,48.592537,0.003692,0.274778,0.112654,4.603734,0.399226,-3.877721,50.737270,0.360765,0.424637,0.880465,0.119535,1.019162,1.200450,0.000000,-0.779430,-0.420036,0.020464,2.458521,-0.911417,-0.290084,0.151694,2.620827,-0.478231,-0.199275,0.175646,2.750835,0.006734,16.843750,7.266436,3.925620,13.199836,5.623540,3.010539,3.374082,3.000000,0.000000,1.000000,0.000000,4.803000,-5.670920,8.682610,0.000000,1.000000,0.113966,0.887843,17.000000,1.000000,3.000000,3.000000,1.000000,2.825000,-2.827000,1.359410,-1.359410,0.216834,0.250127,34.529140,70.256805,0.000000,0.000000,0.000000,14.708499,0.000000,103.186950,54.091755,0.000000,0.000000,0.000000,16.070677,2.503756,0.887309,0.595411,0.062890,0.112691,0.404589,0.049801,262.064670,175.853150,18.574432,33.282932,119.494450,14.708499,0.500000,1.000000,6621.858900,753.984740,5873.859900,6615.873000,2.825000,-2.827000,0.249912,0.201627,0.836687,0.475935,0.062890,0.163313,0.524065,0.100423,247.113360,140.566330,18.574432,48.234226,154.781270,29.659792,6.000000,0.000000,4.586640,3.000000,0.249912,0.201627,1.000000,4.897800,21.999775,7.745464,23.862217,0.000000,6.371150,3.185575,3.500607,126.687870,0.000000,137.213790,8.633400,23.862217,21.999775,0.000000,23.544188,3.185575,144.428540,7.745464,105.800670,4.482468,1.590133,0.367827,35.529999,0.466370,5.584962,3.390491,8.590236,295.347600,409.078640,295.625000,322.172940,16.070677,0.000000,0.000000,0.000000,251.387730,17.212255,16.070677,6.977432,0.460745,2.668861,1.925599,0.848981,0.241613,0.088835,0.032748,0.004728,0.000000,974.500000,571.875000,425.375000,368.125000,325.500000,286.875000,174.250000,97.125000,0.707107,0.500000,0.500000,0.500000,0.707107,0.500000,-2.295912,-2.294469,-2.293536,-5.191421,-5.190132,-5.174206,1.306550,253.250000,206.750000,165.625000,48.875000,15.750000,5.000000,0.750000,0.000000,0.037026,0.013582,0.913908,0.848567,0.776533,0.959097,1.187919,1.285736,1.162748,0.614202,0.396848,1.688660,3.853990,5.533295,6.211132,6.290318,5.902665,0.000000,1.415553,505.456020,715.500000,1148.750000,533.500000,187.125000,48.875000,15.750000,5.000000,0.750000,0.000000,895.500000,326.750000,21.500000,0.000000,0.000000,0.000000,0.000000,0.000000,314.768010,1145.000000,35.000000,116.000000
8.209715,47.848274,566.900510,215.602140,174.231310,499.860960,67.039543,0.000000,0.000000,1.000000,1.000000,2.000000,0.000000,12.000000,0.000000,40.000000,0.000000,2.000000,22.000000,18.000000,52.352962,1.308824,0.000000,0.000000,19.000000,0.000000,0.000000,18.000000,0.000000,0.000000,3.000000,0.000000,0.000000,1.460003,-2.390409,-0.576750,0.611782,2.393547,-2.294281,-0.499396,0.719413,2.545060,-2.094035,-0.393541,0.787799,2.698229,24.467726,3.000000,0.125000,12.000000,42.000000,2.000000,24.000000,2.000000,3.000000,0.125000,28.000000,0.000000,601.961180,486.802280,15.689870,12.973304,11.748559,13.275657,10.541714,7.268126,6.162954,8.239618,0.000000,0.000000,41.370831,115.158900,0.990660,0.704942,13.000000,1.386752,72.974617,20.479187,-0.353798,51.179451,0.033340,-1.116404,0.051262,4.750051,0.005619,-3.518677,51.533253,0.380317,0.307340,0.881744,0.118256,1.061846,0.858708,0.000000,-0.780013,-0.415414,-0.003141,2.483164,-0.911417,-0.289898,0.140733,2.640113,-0.481887,-0.200596,0.165553,2.772651,0.016394,16.843750,7.266436,3.925620,12.302628,5.221306,2.787418,2.919809,3.000000,0.000000,1.000000,0.000000,4.472000,-5.410550,8.629157,0.000000,1.000000,0.087482,0.927097,17.000000,1.000000,3.000000,3.000000,1.000000,2.792000,-2.794000,1.398927,-1.398927,0.210709,0.243062,42.805553,70.256805,0.000000,0.000000,0.000000,14.708499,0.000000,97.424820,51.228157,0.000000,0.000000,0.000000,16.070677,2.503756,0.887176,0.566876,0.062965,0.112824,0.433124,0.049860,261.715330,167.227420,18.574432,33.282932,127.770860,14.708499,0.461538,0.857143,6060.732400,526.366460,5578.223600,6016.874500,2.792000,-2.794000,0.252865,0.204009,0.836493,0.383707,0.062965,0.163507,0.616293,0.100542,246.764040,113.192920,18.574432,48.234226,181.805360,29.659792,7.000000,0.000000,4.537645,3.000000,0.252865,0.204009,1.000000,4.552820,21.999775,7.745464,23.862217,0.000000,9.556724,3.185575,0.000000,126.687870,0.000000,131.391160,8.606100,23.862217,21.999775,0.000000,23.229156,3.185575,144.428540,7.745464,99.978043,4.850666,1.486493,0.621073,35.529999,0.466370,5.584962,3.434175,8.583258,294.998260,417.551880,297.125000,325.552310,16.070677,0.000000,0.000000,0.000000,248.903020,17.212255,16.070677,6.691765,0.369151,2.650960,1.873217,0.792152,0.249626,0.104360,0.032279,0.004762,0.000000,917.500000,543.500000,414.375000,359.375000,320.125000,261.375000,168.625000,90.875000,0.500000,0.500000,0.707107,0.866025,0.500000,0.707107,-2.289774,-2.270668,-2.267395,-5.483117,-5.343366,-5.279437,1.309004,243.500000,199.375000,162.000000,49.750000,16.875000,4.375000,0.625000,0.000000,0.040724,0.012174,1.062680,1.000771,1.020108,1.215834,1.418301,1.252733,1.188015,0.835376,0.391524,1.798063,3.946695,5.279839,5.688819,6.125917,5.988927,0.000000,1.411252,505.225130,713.000000,1104.875000,514.625000,180.625000,49.750000,16.875000,4.375000,0.625000,0.000000,861.375000,315.250000,18.625000,0.000000,0.000000,0.000000,0.000000,0.000000,294.350010,1160.000000,35.000000,116.000000
5.589999,40.057102,488.673460,235.698640,215.987240,481.727510,6.945937,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,16.000000,0.000000,32.000000,0.000000,1.000000,18.000000,17.000000,37.210163,1.162818,0.000000,0.000000,17.000000,0.000000,0.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.409751,-2.335638,-0.622374,0.663565,2.293276,-2.197257,-0.522444,0.770248,2.463559,-2.043215,-0.467936,0.817379,2.592023,17.220898,3.000000,0.150000,17.000000,34.000000,0.000000,20.000000,2.000000,3.000000,0.150000,17.000000,0.000000,543.521060,498.282560,12.208896,10.043558,9.635310,11.501789,8.915816,6.072421,5.579621,8.007568,0.000000,0.000000,19.711399,45.238499,0.946659,0.667608,11.000000,0.379681,60.245888,7.455587,2.274392,48.792366,0.000076,-6.513616,-0.495403,4.799506,0.652815,-0.306243,46.517975,0.482323,0.441987,0.985786,0.014214,1.112238,1.019664,0.000000,-0.780556,-0.405356,0.073335,2.353558,-0.745479,-0.279222,0.156961,2.549536,-0.477843,-0.208323,0.182682,2.668877,0.003215,13.005000,6.437870,3.526171,8.859735,4.276619,2.298863,2.104984,1.000000,0.000000,1.000000,0.000000,4.909000,-5.081040,7.489679,0.000000,1.000000,0.081855,0.919176,17.000000,1.000000,3.000000,3.000000,1.000000,2.306000,-2.307000,1.028958,-1.028958,0.077016,0.330519,0.000000,83.125214,0.000000,0.000000,0.000000,0.000000,0.000000,31.135427,122.549040,0.000000,0.000000,0.000000,0.000000,2.503756,0.989538,0.652651,0.010462,0.010462,0.347349,0.000000,236.809680,156.188220,2.503756,2.503756,83.125214,0.000000,0.454545,0.833333,3598.303000,294.387570,3305.770300,3596.448200,2.306000,-2.307000,0.183868,0.157347,0.927062,0.634194,0.010462,0.072938,0.365806,0.062476,221.858380,151.771150,2.503756,17.455050,87.542297,14.951293,6.000000,0.000000,3.918904,3.000000,0.183868,0.157347,1.000000,4.685200,10.999887,0.000000,0.000000,0.000000,3.185575,0.000000,0.000000,216.864140,0.000000,26.169687,7.492700,0.000000,10.999887,0.000000,8.429003,5.145929,232.644470,0.000000,0.000000,4.022982,1.535615,0.228093,9.229999,0.539216,5.321928,3.216592,7.999168,239.313450,350.951600,247.500000,270.273650,2.503756,0.000000,0.000000,0.000000,226.844540,0.000000,2.503756,3.400063,685.564640,2.639773,1.745809,0.437217,0.048616,0.000065,0.000000,0.000000,0.000000,891.500000,513.250000,374.500000,339.000000,300.625000,257.500000,143.750000,68.750000,0.500000,6.519202,6.500000,2.500000,1.118034,1.581139,-2.203991,-2.196008,-2.193046,-3.080803,-2.944110,-2.863532,1.242202,79.000000,-14.000000,53.250000,5.500000,0.125000,0.000000,0.000000,0.000000,0.000334,0.000000,0.060588,0.102414,0.076465,0.098379,0.172288,0.283518,0.651395,0.535528,0.094816,0.182419,1.803049,3.104245,3.363493,0.000000,0.000000,0.000000,1.414762,433.906800,613.875000,898.375000,325.875000,61.750000,5.500000,0.125000,0.000000,0.000000,0.000000,819.375000,339.875000,8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,234.297990,673.000000,24.000000,92.000000
6.250001,38.567516,485.453920,232.336090,229.444110,435.721130,49.732788,0.000000,0.000000,1.000000,1.000000,2.000000,0.000000,12.000000,0.000000,31.000000,0.000000,2.000000,19.000000,15.000000,41.805649,1.348569,0.000000,0.000000,16.000000,0.000000,0.000000,12.000000,0.000000,0.000000,3.000000,0.000000,0.000000,1.448726,-2.339413,-0.647317,0.672640,2.317322,-2.218421,-0.538080,0.758411,2.469517,-2.048996,-0.462578,0.841243,2.615039,17.908484,3.000000,0.142857,12.000000,33.000000,2.000000,21.000000,2.000000,3.000000,0.142857,19.000000,0.000000,614.064270,606.879700,13.079140,10.205355,8.980610,10.664926,9.326500,6.011029,4.874280,6.932653,0.000000,0.000000,2.891979,7.184613,1.032303,0.732777,11.000000,1.080036,57.567444,11.555143,-0.312999,42.590706,0.000377,-6.779491,0.186545,2.863221,0.019744,0.371454,42.903702,0.478596,0.472638,0.897554,0.102446,1.264928,1.250128,0.000000,-0.780200,-0.420136,0.075755,2.338445,-0.786115,-0.289328,0.157863,2.492126,-0.477829,-0.216057,0.193051,2.629319,0.041786,13.959184,6.635204,3.555556,9.652390,4.484771,2.360611,2.278356,3.000000,0.000000,1.000000,0.000000,2.842000,-4.300070,7.281041,1.000000,1.000000,0.113297,0.924655,17.000000,1.000000,3.000000,3.000000,0.000000,2.643000,-2.645000,1.337601,-1.337601,0.142423,0.254251,12.254904,103.766390,0.000000,8.458519,0.000000,0.000000,0.000000,38.973251,61.274521,0.000000,0.000000,0.000000,13.566921,5.007512,0.923657,0.488373,0.076343,0.076343,0.511627,0.000000,224.727580,118.822200,18.574432,18.574432,124.479810,0.000000,0.454545,0.833333,3863.893300,429.615360,3506.234900,3791.936500,2.643000,-2.645000,0.177450,0.215501,0.837731,0.614800,0.066052,0.162269,0.385200,0.096217,203.821520,149.581990,16.070677,39.480488,93.720024,23.409813,6.000000,0.000000,3.913638,3.000000,0.177450,0.215501,1.000000,3.620800,21.999775,5.687611,0.000000,0.000000,30.233366,0.000000,0.000000,178.489700,0.000000,31.413115,7.151950,23.862217,21.999775,0.000000,16.858006,0.000000,199.415950,5.687611,0.000000,3.924034,1.373864,0.802141,35.529999,0.518758,5.392317,3.230759,8.164808,243.302020,344.264340,244.375000,272.412050,16.070677,0.000000,0.000000,0.000000,207.727520,10.962276,16.070677,4.507092,0.263793,2.733817,2.061037,0.910330,0.353507,0.151535,0.035769,0.000000,0.000000,781.625000,449.750000,336.000000,290.625000,260.750000,222.250000,131.000000,66.875000,0.500000,0.500000,1.000000,4.527693,4.555217,0.500000,-2.250633,-2.240650,-2.238091,-4.751551,-4.720559,-4.699546,1.261821,215.000000,177.000000,178.875000,63.500000,20.375000,4.375000,0.000000,0.000000,0.060640,0.015054,0.921814,0.826782,0.909533,1.119761,1.374724,1.385694,1.061876,1.089509,0.355262,1.502067,2.885638,3.290258,3.767273,4.165854,0.000000,0.000000,1.384684,435.659030,603.250000,1018.250000,506.250000,196.125000,63.500000,20.375000,4.375000,0.000000,0.000000,803.250000,329.250000,17.250000,0.000000,0.000000,0.000000,0.000000,0.000000,252.269000,766.000000,27.000000,98.000000
7.260032,38.567516,477.077790,233.220440,212.271040,393.388400,83.689400,0.000000,0.000000,1.000000,1.000000,2.000000,0.000000,12.000000,0.000000,31.000000,0.000000,2.000000,19.000000,15.000000,41.805649,1.348569,0.000000,0.000000,16.000000,0.000000,0.000000,12.000000,0.000000,0.000000,3.000000,0.000000,0.000000,1.426040,-2.340367,-0.649000,0.697643,2.311129,-2.217815,-0.538080,0.805915,2.480592,-2.048707,-0.499862,0.854311,2.613042,17.908484,3.000000,0.142857,12.000000,33.000000,2.000000,21.000000,2.000000,3.000000,0.142857,19.000000,0.000000,658.148070,599.241150,13.079140,10.205355,8.980610,10.664926,9.309663,6.018126,4.912954,7.007568,0.000000,0.000000,20.949406,58.906948,1.031775,0.732777,11.000000,0.691630,64.884277,20.468903,-0.107080,40.842319,0.016597,-7.038107,-0.509971,3.753274,0.012236,0.313158,40.949398,0.488852,0.444940,0.824579,0.175421,1.379540,1.256066,0.000000,-0.779513,-0.438371,0.079449,2.332422,-0.911235,-0.345841,0.164268,2.498880,-0.477911,-0.216057,0.193051,2.627796,0.106950,13.959184,6.635204,3.761633,9.652390,4.484771,2.497430,2.278356,3.000000,0.000000,1.000000,0.000000,3.956000,-4.589280,7.276524,0.000000,1.000000,0.246439,0.851463,17.000000,1.000000,3.000000,3.000000,0.000000,2.822000,-2.823000,1.319485,-1.319485,0.220980,0.257696,14.463444,83.052963,0.000000,0.000000,0.000000,14.708499,0.000000,51.228157,61.274521,0.000000,0.000000,0.000000,16.070677,2.503756,0.863203,0.538742,0.076343,0.136797,0.461258,0.060454,210.019090,131.077100,18.574432,33.282932,112.224910,14.708499,0.454545,0.833333,3112.792200,731.315120,2526.741000,2967.528100,2.822000,-2.823000,0.250177,0.201913,0.801752,0.589112,0.076343,0.198248,0.410889,0.121905,195.067790,143.332020,18.574432,48.234226,99.970001,29.659792,6.000000,0.000000,3.512717,3.000000,0.250177,0.201913,1.000000,3.464200,21.999775,7.745464,23.862217,0.000000,6.371150,0.000000,0.000000,158.788670,17.643185,31.413115,7.209000,23.862217,21.999775,0.000000,16.858006,0.000000,179.714920,25.388649,0.000000,3.262874,1.645555,1.067065,35.529999,0.518758,5.392317,3.264021,8.160201,243.302020,344.264340,244.500000,267.534060,16.070677,0.000000,0.000000,0.000000,201.477540,17.212255,16.070677,5.026761,0.318899,2.717475,2.075324,0.866829,0.335128,0.145714,0.043779,0.003690,0.000000,760.000000,446.375000,335.000000,291.375000,260.125000,222.000000,126.250000,61.000000,1.224745,0.707107,0.707107,0.500000,0.866025,0.707107,-2.728569,-2.676893,-2.632519,-5.484756,-5.231426,-5.072389,1.252374,235.125000,182.750000,168.375000,58.125000,20.250000,5.250000,0.500000,0.000000,0.060448,0.018018,0.660452,0.556502,0.700055,0.882871,1.003405,0.890032,0.507932,0.678253,0.592233,1.516981,2.601864,3.735224,4.447759,5.327757,5.016062,0.000000,1.394164,431.799900,602.000000,1000.375000,495.375000,188.500000,58.125000,20.250000,5.250000,0.500000,0.000000,765.250000,312.625000,20.125000,0.000000,0.000000,0.000000,0.000000,0.000000,252.269000,778.000000,26.000000,98.000000
